applicant_id,business_type,years_in_operation,annual_revenue,monthly_cashflow,loan_amount_requested,credit_score,existing_loans,collateral_value,repayment_history,debt_to_income_ratio,default_flag
APP-0359,Trading,9,1559639,21706,702378,466,1,476708,Good,0.51,1
APP-0360,Manufacturing,19,1273981,17635,134078,467,2,285615,Good,0.18,1
APP-0361,Trading,19,2386798,47329,49759,558,2,375442,Average,0.53,1
APP-0362,Services,12,4434241,73228,812930,738,3,454747,Good,0.38,0
APP-0363,Trading,5,2619464,86266,560277,410,0,431954,Poor,0.57,1
APP-0364,Trading,10,2208344,22625,505926,830,0,171792,Good,0.32,0
APP-0365,Services,17,885165,14157,690928,589,0,356817,Good,0.5,0
APP-0366,Trading,5,3430889,61417,389179,809,2,286584,Poor,0.53,1
APP-0367,Trading,16,1784428,36883,863009,474,1,274006,Good,0.58,1
APP-0368,Services,7,3872069,33855,377375,601,0,101415,Good,0.63,0
APP-0369,Trading,9,4530591,47083,695459,484,2,68273,Good,0.2,0
APP-0370,Services,3,2093683,30941,886332,638,0,369992,Poor,0.78,1
APP-0371,Trading,15,3194787,70871,443855,809,1,21788,Average,0.69,0
APP-0372,Services,16,2862789,78805,901111,609,2,156594,Good,0.49,0
APP-0373,Services,18,3302772,84206,295626,806,0,70185,Average,0.72,0
APP-0374,Trading,14,1603749,36098,341356,645,0,200476,Good,0.37,0
APP-0375,Trading,3,2328214,42522,458477,380,0,183361,Good,0.12,0
APP-0376,Trading,12,506104,15234,490533,673,0,392827,Average,0.61,0
APP-0377,Manufacturing,9,2216503,43948,826480,455,0,138896,Average,0.76,1
APP-0378,Manufacturing,7,284085,4492,930569,731,1,382968,Good,0.21,0
APP-0379,Manufacturing,9,808171,19450,405252,799,0,7799,Good,0.55,0
APP-0380,Services,13,548095,14051,570102,446,3,260204,Good,0.67,1
APP-0381,Trading,18,2217461,40568,725054,780,0,85406,Average,0.73,0
APP-0382,Services,5,4930397,44555,420140,734,0,307291,Average,0.29,0
APP-0383,Manufacturing,13,1217732,13013,401637,818,0,476138,Good,0.19,0
APP-0384,Trading,4,2485296,73249,70204,368,2,258415,Average,0.27,0
APP-0385,Services,2,1540424,15014,567132,485,1,123699,Average,0.5,1
APP-0386,Trading,16,71576,1655,258827,503,2,270758,Average,0.74,1
APP-0387,Services,9,3723336,48128,255256,312,2,25147,Good,0.51,1
APP-0388,Trading,9,2813262,39544,354087,573,3,338781,Good,0.74,1
APP-0389,Manufacturing,6,2774442,42079,31518,597,2,368354,Good,0.64,1
APP-0390,Manufacturing,11,3380263,31404,420275,350,0,496879,Good,0.52,1
APP-0391,Trading,1,3715842,47429,557340,799,2,20914,Average,0.12,0
APP-0392,Services,4,2787968,68572,790634,668,3,325843,Poor,0.33,1
APP-0393,Manufacturing,13,2841338,59103,604091,656,3,271759,Good,0.14,0
APP-0394,Manufacturing,13,2236203,63209,81524,302,0,50785,Poor,0.33,1
APP-0395,Manufacturing,13,2961451,29212,758870,553,1,350733,Good,0.14,0
APP-0396,Trading,2,3387031,103493,528855,774,0,231129,Good,0.22,0
APP-0397,Trading,9,2350457,78136,886004,805,0,451027,Good,0.39,0
APP-0398,Services,8,3502550,30566,936184,555,2,341161,Good,0.46,0
APP-0399,Services,7,3995123,129938,601309,449,3,309042,Good,0.25,0
APP-0400,Services,4,2604728,37065,745609,787,1,389911,Good,0.61,0
APP-0401,Trading,18,4818026,123567,292187,578,2,371562,Poor,0.51,1
APP-0402,Trading,3,2213769,34635,12419,358,0,317649,Good,0.58,1
APP-0403,Services,6,4133501,88368,722252,745,0,76031,Good,0.61,0
APP-0404,Services,12,4886161,103067,131831,412,1,91818,Good,0.61,1
APP-0405,Trading,12,1830248,31774,778976,788,0,385096,Poor,0.76,1
APP-0406,Services,8,2658026,69831,636087,706,2,146,Good,0.27,0
APP-0407,Manufacturing,1,4845817,113025,944644,666,0,171347,Poor,0.29,1
APP-0408,Trading,4,2230019,46920,446700,359,1,409193,Good,0.17,0
APP-0409,Services,11,829957,27309,204941,628,1,434781,Good,0.51,0
APP-0410,Trading,3,1963980,62520,186282,768,0,238142,Average,0.38,0
APP-0411,Manufacturing,13,1557394,50178,854032,362,3,427161,Good,0.45,1
APP-0412,Trading,17,3029845,92005,912899,483,1,109822,Good,0.22,1
APP-0413,Trading,10,2762188,40637,350641,610,1,232798,Good,0.55,0
APP-0414,Trading,12,304265,5197,642899,837,2,2594,Good,0.53,0
APP-0415,Trading,15,4763797,67215,147559,476,0,76610,Average,0.29,0
APP-0416,Manufacturing,10,960913,31698,857124,728,2,188727,Good,0.43,0
APP-0417,Trading,14,2107017,25600,596400,372,0,420647,Good,0.73,1
APP-0418,Trading,13,703817,12314,958614,466,0,213756,Good,0.64,1
APP-0419,Services,5,1046433,13927,249040,524,3,122524,Good,0.26,0
APP-0420,Trading,6,2085286,29026,812792,308,2,88197,Good,0.72,1
APP-0421,Services,2,2631505,38184,976914,535,0,158643,Good,0.15,0
APP-0422,Manufacturing,17,4158949,101166,767739,327,1,459187,Good,0.39,0
APP-0423,Manufacturing,4,4926691,50422,755778,326,3,494871,Good,0.16,0
APP-0424,Manufacturing,14,4724071,106984,355182,849,0,323941,Good,0.75,0
APP-0425,Manufacturing,10,4253887,122577,516805,495,0,43937,Good,0.13,0
APP-0426,Services,3,4818979,132504,275161,502,1,379762,Good,0.21,0
APP-0427,Trading,3,1547850,18748,358405,384,0,190715,Average,0.74,1
APP-0428,Manufacturing,15,4086480,127504,201196,329,0,475270,Good,0.51,1
APP-0429,Trading,6,996803,27497,781706,765,2,487242,Poor,0.66,1
APP-0430,Services,17,3536444,29939,755658,398,0,217610,Good,0.11,0
APP-0431,Services,12,4060088,108679,454165,489,2,238371,Average,0.39,1
APP-0432,Services,11,2145598,57435,723628,311,1,322195,Good,0.79,1
APP-0433,Manufacturing,4,4923014,102170,600608,329,1,461118,Good,0.51,1
APP-0434,Trading,6,518298,4914,245067,337,1,340047,Average,0.69,1
APP-0435,Trading,1,4053031,92534,746661,593,1,76990,Average,0.77,1
APP-0436,Trading,16,4380453,120361,827559,659,0,337348,Good,0.58,0
APP-0437,Services,15,620303,9369,406412,479,0,331095,Good,0.33,0
APP-0438,Manufacturing,17,1038651,25976,347232,411,2,97309,Good,0.32,1
APP-0439,Services,8,3367657,57861,968804,743,0,387485,Good,0.15,0
APP-0440,Services,12,3386640,76807,190786,320,0,126822,Good,0.4,0
APP-0441,Trading,10,4238695,76073,304065,444,3,206840,Average,0.74,1
APP-0442,Services,15,2710891,43177,801178,798,3,160111,Good,0.43,0
APP-0443,Trading,9,4666167,138730,864967,445,0,377838,Good,0.74,1
APP-0444,Manufacturing,2,609119,16555,75350,740,0,418784,Good,0.67,0
APP-0445,Trading,5,2013957,34175,191417,720,2,37459,Average,0.79,0
APP-0446,Manufacturing,6,2392094,45926,250678,615,2,138741,Average,0.76,0
APP-0447,Trading,7,2242271,57460,976724,465,0,220821,Good,0.59,1
APP-0448,Services,1,2895376,82837,353275,502,0,214888,Good,0.71,1
APP-0449,Services,7,4006558,101934,32063,795,2,84985,Good,0.62,0
APP-0450,Manufacturing,12,3781570,82652,651404,767,3,166588,Good,0.59,0
APP-0451,Manufacturing,16,3082362,99230,474952,684,2,193556,Good,0.6,0
APP-0452,Manufacturing,16,1251988,34663,885345,613,0,219684,Average,0.6,0
APP-0453,Trading,11,1640346,18409,351090,554,1,260341,Average,0.37,0
APP-0454,Trading,4,4484921,99954,187043,322,1,199269,Good,0.4,0
APP-0455,Manufacturing,13,3304449,61371,144670,638,0,248738,Good,0.31,0
APP-0456,Services,7,655398,18486,20564,792,0,416549,Good,0.2,0
APP-0457,Trading,4,4357910,41181,776412,810,0,88295,Good,0.42,0
APP-0458,Trading,15,1637514,30460,761794,665,1,448827,Poor,0.73,1
APP-0459,Trading,19,3372918,54945,526939,671,1,310085,Good,0.56,0
APP-0460,Manufacturing,9,4985371,59141,321869,518,2,109903,Good,0.14,0
APP-0461,Manufacturing,11,310102,5520,620422,774,2,301019,Average,0.67,0
APP-0462,Manufacturing,8,197631,4971,115940,722,3,391119,Good,0.75,0
APP-0463,Manufacturing,1,1393054,24204,987444,655,2,143770,Average,0.68,0
APP-0464,Manufacturing,8,2383697,54428,596373,759,0,96500,Average,0.61,0
APP-0465,Services,13,3209016,74300,552150,802,0,323970,Average,0.21,0
APP-0466,Services,4,1776334,40875,282409,326,1,162480,Good,0.34,0
APP-0467,Manufacturing,8,3403030,73408,150777,522,0,124628,Good,0.5,1
APP-0468,Trading,3,1897199,21358,196351,447,3,219493,Good,0.15,1
APP-0469,Manufacturing,9,3257443,44935,596759,723,0,78845,Good,0.17,0
APP-0470,Services,2,1688004,47829,101080,650,0,363109,Average,0.75,0
APP-0471,Services,2,1779187,37171,483050,485,1,146205,Good,0.59,1
APP-0472,Trading,13,3377775,87772,466195,714,1,120853,Good,0.29,0
APP-0473,Services,15,4511595,101876,327972,728,1,204818,Good,0.33,0
APP-0474,Manufacturing,12,3510096,32645,501422,340,1,167198,Average,0.37,0
APP-0475,Trading,4,1380363,38979,389028,692,0,33043,Good,0.15,0
APP-0476,Manufacturing,8,3496839,34763,642295,378,0,397294,Good,0.62,1
APP-0477,Manufacturing,9,3163506,100955,580392,843,3,53906,Good,0.22,0
APP-0478,Trading,5,4347839,59642,575222,749,0,11137,Average,0.66,0
APP-0479,Manufacturing,18,1611014,34062,788894,773,0,291494,Good,0.69,0
APP-0480,Services,11,4966952,49287,910852,441,1,266842,Good,0.55,1
APP-0481,Manufacturing,15,4827551,148237,540338,550,0,130119,Good,0.64,1
APP-0482,Trading,9,4639369,152319,709312,593,1,426348,Good,0.22,0
APP-0483,Trading,17,2869648,34408,489786,435,1,10165,Average,0.5,0
APP-0484,Trading,12,3307983,52027,280628,783,2,131866,Average,0.57,0
APP-0485,Manufacturing,7,3704250,32338,334792,611,2,406862,Good,0.56,0
APP-0486,Trading,10,801972,22461,332089,345,0,219787,Good,0.18,0
APP-0487,Trading,10,309427,4987,719038,535,1,399086,Good,0.34,0
APP-0488,Manufacturing,13,3627507,83629,565611,347,0,98893,Poor,0.33,1
APP-0489,Services,19,3681171,34285,96332,497,0,292880,Good,0.5,1
APP-0490,Manufacturing,11,2289155,60021,891037,383,1,233689,Average,0.64,1
APP-0491,Trading,13,3793185,81813,490579,842,0,320228,Average,0.5,0
APP-0492,Trading,8,2407681,63702,265540,460,1,16211,Average,0.63,1
APP-0493,Manufacturing,8,2905825,81573,264547,727,2,86665,Poor,0.17,0
APP-0494,Services,4,764261,8073,962865,370,2,452754,Good,0.71,1
APP-0495,Trading,15,3820433,87050,806747,819,2,138449,Poor,0.48,1
APP-0496,Trading,11,4476111,110031,320112,351,0,139933,Average,0.13,0
APP-0497,Trading,11,74363,1580,691879,344,0,411037,Good,0.55,1
APP-0498,Manufacturing,1,444798,5735,281251,592,0,340632,Average,0.46,0
APP-0499,Trading,17,2095990,59155,524756,764,0,467799,Average,0.25,0
APP-0500,Services,15,1435049,47743,590069,849,0,158025,Average,0.64,0
APP-0501,Trading,6,2148772,69974,276013,679,0,390014,Good,0.75,0
APP-0502,Trading,15,1548447,43002,877415,777,1,298945,Good,0.33,0
APP-0503,Services,9,3291147,61827,954874,561,2,18277,Good,0.45,0
APP-0504,Trading,14,4937198,82776,465911,478,2,482655,Average,0.19,0
APP-0505,Manufacturing,18,1595288,16027,463638,656,1,345906,Poor,0.75,1
APP-0506,Manufacturing,17,4152622,77822,542259,718,1,415844,Good,0.32,0
APP-0507,Manufacturing,18,1645123,20127,893237,500,1,344390,Good,0.24,1
APP-0508,Services,5,4264959,62659,789215,312,1,129350,Average,0.43,1
APP-0509,Trading,9,2049085,62764,297795,742,0,289946,Good,0.13,0
APP-0510,Manufacturing,11,999133,32518,329118,585,2,456713,Good,0.28,0
APP-0511,Services,1,500400,16036,504509,557,1,477536,Average,0.15,1
APP-0512,Trading,18,4910774,64661,33446,847,0,384938,Good,0.19,0
APP-0513,Services,6,4119305,127103,791707,789,0,200886,Good,0.18,0
APP-0514,Manufacturing,2,1441538,17112,179180,797,0,446918,Average,0.71,0
APP-0515,Manufacturing,15,4157560,87412,538111,632,1,259717,Good,0.75,0
APP-0516,Manufacturing,14,221236,5403,154526,331,2,421893,Average,0.43,0
APP-0517,Services,5,3060129,60881,669292,342,0,138572,Good,0.54,1
APP-0518,Services,6,139743,4489,937724,650,0,4015,Good,0.59,0
APP-0519,Manufacturing,6,4692179,78188,215162,633,3,480588,Good,0.37,0
APP-0520,Services,18,4162924,89576,77965,569,0,130305,Good,0.36,0
APP-0521,Manufacturing,14,2005206,20492,955712,712,0,499762,Good,0.57,0
APP-0522,Manufacturing,10,4138077,122648,476196,318,0,320956,Good,0.36,1
APP-0523,Trading,14,1188422,22184,282654,646,2,7826,Good,0.51,0
APP-0524,Services,13,808795,20904,447261,336,1,9201,Good,0.46,0
APP-0525,Manufacturing,3,1814688,46073,675897,391,1,29048,Good,0.47,0
APP-0526,Manufacturing,6,3007817,75917,475899,484,3,383615,Good,0.68,1
APP-0527,Services,8,2754489,57862,115935,327,2,19941,Good,0.59,1
APP-0528,Trading,12,289647,4423,865566,847,0,342785,Good,0.77,0
APP-0529,Trading,13,4534266,108644,767993,671,2,58418,Good,0.65,0
APP-0530,Manufacturing,11,4143776,134167,868686,829,0,196761,Good,0.2,0
APP-0531,Services,12,4564153,133191,511443,644,1,303685,Poor,0.62,1
APP-0532,Trading,1,4788696,52927,263978,718,0,443155,Good,0.57,0
APP-0533,Services,17,4630784,41274,679142,495,1,70422,Good,0.55,1
APP-0534,Services,16,3847920,80066,386924,377,0,380213,Average,0.44,0
APP-0535,Manufacturing,11,3822515,105994,397688,466,2,155022,Good,0.14,0
APP-0536,Trading,13,2992609,48423,526404,389,0,120965,Good,0.77,1
APP-0537,Manufacturing,18,1850200,47854,862019,563,1,198875,Good,0.7,1
APP-0538,Trading,11,474632,15013,878670,771,0,151714,Good,0.44,0
APP-0539,Trading,12,1622732,32142,347864,507,3,459722,Good,0.21,0
APP-0540,Trading,6,1990593,28738,612292,570,2,41607,Good,0.68,1
APP-0541,Trading,9,1559837,48787,32072,562,0,424504,Average,0.4,0
APP-0542,Trading,16,2790855,56207,91015,805,3,374261,Good,0.37,0
APP-0543,Services,4,1541625,28565,235075,811,0,345009,Good,0.57,0
APP-0544,Manufacturing,3,3390444,58205,754298,823,1,14450,Good,0.63,0
APP-0545,Services,16,3800222,71857,82746,611,2,267762,Good,0.14,0
APP-0546,Trading,12,1430188,36004,186774,473,0,253951,Good,0.64,1
APP-0547,Manufacturing,11,3177555,60933,374404,730,3,165335,Average,0.61,0
APP-0548,Trading,5,3110465,51132,409273,762,0,67583,Poor,0.51,1
APP-0549,Manufacturing,18,3219451,86681,138259,400,0,337044,Average,0.34,0
APP-0550,Services,19,2868767,38463,40916,315,2,261360,Good,0.22,0
APP-0551,Manufacturing,6,3916610,52410,561556,557,2,290938,Poor,0.17,1
APP-0552,Manufacturing,18,1512333,38933,709338,543,0,275235,Good,0.1,1
APP-0553,Manufacturing,6,620217,18607,778254,647,0,461638,Good,0.24,0
APP-0554,Manufacturing,4,173199,2487,33259,548,2,480324,Good,0.39,0
APP-0555,Manufacturing,12,2178825,28567,456799,404,0,277305,Average,0.27,0
APP-0556,Trading,19,474190,11897,613688,586,3,397374,Good,0.32,0
APP-0557,Manufacturing,2,3522696,84028,306437,468,2,385756,Good,0.37,0
APP-0558,Manufacturing,17,2170677,42359,645869,719,0,27663,Average,0.32,0
APP-0559,Services,11,2729244,29284,17043,346,0,216453,Good,0.61,1
APP-0560,Manufacturing,11,3272989,34785,715790,342,1,399949,Good,0.44,0
APP-0561,Services,16,2647979,73526,117009,620,0,362105,Good,0.11,0
APP-0562,Trading,2,2066307,40556,835325,520,2,234419,Good,0.26,1
APP-0563,Manufacturing,2,4011643,119476,968146,812,3,163073,Good,0.6,0
APP-0564,Services,8,2154417,48908,219137,740,1,432344,Good,0.31,0
APP-0565,Services,13,859195,20450,171940,443,1,442846,Good,0.74,1
APP-0566,Trading,10,4260037,134992,822741,327,0,140401,Average,0.6,1
APP-0567,Manufacturing,8,948628,11809,529466,466,1,315249,Poor,0.3,1
APP-0568,Manufacturing,4,3811054,83496,819716,548,1,325580,Poor,0.46,1
APP-0569,Services,15,2446716,23945,923233,656,1,390523,Good,0.57,0
APP-0570,Manufacturing,1,2605517,45092,647547,410,0,130705,Good,0.24,0
APP-0571,Services,11,1119634,13475,110804,533,2,254928,Good,0.27,0
APP-0572,Manufacturing,7,2393453,31184,79000,323,0,221420,Average,0.45,1
APP-0573,Services,17,1395649,44246,94179,325,2,92635,Poor,0.75,1
APP-0574,Manufacturing,18,1051675,24819,989611,680,2,69579,Average,0.34,0
APP-0575,Trading,12,2107244,64560,861481,645,1,276386,Good,0.38,0
APP-0576,Manufacturing,9,2757929,53562,825697,677,0,98901,Good,0.23,0
APP-0577,Manufacturing,5,3898444,90734,484706,821,1,222886,Average,0.52,0
APP-0578,Trading,10,2224749,20324,794514,316,0,125056,Good,0.62,1
APP-0579,Manufacturing,4,3192536,64077,33880,544,2,420349,Good,0.41,1
APP-0580,Trading,5,1891049,42425,881011,838,0,155812,Average,0.63,0
APP-0581,Manufacturing,10,4322513,37833,403471,501,0,362772,Good,0.31,0
APP-0582,Services,11,3978125,111668,404718,547,0,30976,Good,0.59,1
APP-0583,Services,10,4175186,65629,735552,417,2,171139,Good,0.28,0
APP-0584,Manufacturing,8,3388669,66572,861856,308,1,11231,Good,0.65,1
APP-0585,Manufacturing,2,3872147,84118,479054,322,1,459321,Good,0.68,1
APP-0586,Manufacturing,8,674152,22340,867398,539,1,134400,Good,0.66,1
APP-0587,Services,16,2295772,24824,182438,326,2,245900,Average,0.25,0
APP-0588,Manufacturing,5,4410866,97988,430641,380,0,25261,Good,0.59,1
APP-0589,Services,3,2354310,50848,455544,498,1,287406,Good,0.48,0
APP-0590,Trading,12,1026264,10320,779640,391,1,396496,Good,0.79,1
APP-0591,Services,13,4143569,100198,601684,383,0,477899,Good,0.35,0
APP-0592,Services,13,4530757,70248,343838,599,0,162814,Good,0.64,1
APP-0593,Trading,10,3978094,43470,409022,595,0,3590,Average,0.36,0
APP-0594,Services,4,3015483,38596,489490,753,0,378870,Good,0.38,0
APP-0595,Manufacturing,9,4469713,129279,813538,580,0,181298,Good,0.18,0
APP-0596,Manufacturing,2,2840353,31063,66731,358,0,87542,Average,0.27,1
APP-0597,Services,19,4983229,99697,85010,641,1,13570,Good,0.22,0
APP-0598,Manufacturing,1,3111316,41116,259091,764,0,231601,Good,0.21,0
APP-0599,Services,7,2515849,31174,304743,641,0,226201,Good,0.11,0
APP-0600,Manufacturing,17,2983865,40210,81326,361,3,482659,Good,0.66,1
APP-0601,Manufacturing,3,632314,13059,783164,728,1,271677,Good,0.43,0
APP-0602,Services,3,3891185,55558,347850,555,0,388034,Good,0.66,1
APP-0603,Manufacturing,3,2555700,27478,543292,646,1,475499,Good,0.53,0
APP-0604,Services,17,195693,5551,511498,825,0,406582,Poor,0.68,1
APP-0605,Manufacturing,7,1699734,37103,125018,603,0,375963,Good,0.45,0
APP-0606,Manufacturing,14,3738190,45810,454580,544,0,255019,Good,0.17,0
APP-0607,Trading,17,960789,19330,560080,711,3,338512,Good,0.53,0
APP-0608,Trading,18,935621,9395,498968,516,2,421541,Good,0.57,1
APP-0609,Services,13,4543122,103783,468128,815,2,34798,Good,0.54,0
APP-0610,Trading,18,611548,10299,64645,773,3,170525,Good,0.66,0
APP-0611,Services,4,754824,8243,541520,335,3,284993,Poor,0.61,1
APP-0612,Trading,1,1882500,24330,481426,477,2,187015,Average,0.4,0
APP-0613,Manufacturing,18,4429845,75200,589054,686,1,399373,Good,0.67,0
APP-0614,Services,1,1753728,49969,654889,316,0,374116,Average,0.58,1
APP-0615,Services,13,4812315,61006,91588,347,0,423394,Good,0.18,0
APP-0616,Manufacturing,10,3427136,37955,189614,361,1,213609,Good,0.48,0
APP-0617,Services,11,518451,11007,540201,368,1,291174,Poor,0.61,1
APP-0618,Services,9,3437841,76666,646694,665,3,251197,Poor,0.49,0
APP-0619,Trading,9,3272026,34648,123693,461,1,126026,Good,0.76,1
APP-0620,Services,5,4827830,74567,627737,787,1,182206,Good,0.17,0
APP-0621,Manufacturing,1,309425,4611,20567,730,1,120398,Good,0.61,0
APP-0622,Trading,17,560609,7281,572667,788,0,327873,Good,0.68,0
APP-0623,Trading,2,4544893,73737,740328,529,1,8164,Average,0.59,1
APP-0624,Manufacturing,13,4953467,45874,272463,669,1,217450,Good,0.37,0
APP-0625,Manufacturing,9,2143333,52773,100005,477,1,1119,Good,0.37,1
APP-0626,Trading,4,680458,22486,907422,709,1,13351,Good,0.51,0
APP-0627,Services,5,2018093,48806,757386,569,0,187135,Good,0.38,0
APP-0628,Trading,11,2494913,43312,489336,505,1,72076,Average,0.72,1
APP-0629,Manufacturing,19,3837132,96047,14791,381,1,307306,Average,0.18,0
APP-0630,Trading,3,3859821,87313,500488,492,1,293904,Good,0.55,1
APP-0631,Manufacturing,12,845911,24956,141401,488,1,442894,Good,0.19,0
APP-0632,Trading,19,4843953,115674,215459,575,0,223136,Good,0.48,1
APP-0633,Services,19,1775240,42934,71032,373,0,89074,Good,0.6,1
APP-0634,Trading,13,478910,6644,709438,309,0,381711,Good,0.22,1
APP-0635,Trading,7,3319960,62162,885094,515,1,490994,Good,0.59,1
APP-0636,Manufacturing,15,4087746,69261,555588,589,1,440844,Good,0.2,1
APP-0637,Manufacturing,7,131171,1130,872132,744,2,485110,Good,0.53,0
APP-0638,Manufacturing,8,2523447,40792,454161,492,0,235221,Average,0.45,0
APP-0639,Trading,5,2233448,45751,589897,588,0,261782,Good,0.31,1
APP-0640,Services,14,1239138,28908,201634,443,1,171811,Average,0.18,1
APP-0641,Manufacturing,4,2299476,72887,624333,688,1,29738,Good,0.62,0
APP-0642,Manufacturing,10,2809374,40205,858333,706,1,248433,Average,0.37,0
APP-0643,Trading,15,1502242,18243,802135,669,2,309065,Good,0.16,0
APP-0644,Manufacturing,18,3513894,105660,758005,740,2,384592,Average,0.64,0
APP-0645,Services,13,833258,26563,335259,828,0,256349,Good,0.26,0
APP-0646,Services,8,1946999,39976,229162,312,3,61068,Poor,0.62,1
APP-0647,Manufacturing,9,2902889,32552,37676,639,0,285725,Average,0.5,0
APP-0648,Manufacturing,16,1410573,28871,464926,611,1,95672,Good,0.24,0
APP-0649,Trading,19,1927887,21340,987581,403,1,21485,Good,0.15,0
APP-0650,Services,16,1811201,55084,917764,638,1,223773,Average,0.52,0
APP-0651,Services,7,2387180,62155,754700,497,0,36294,Poor,0.12,1
APP-0652,Manufacturing,14,3535862,50781,710800,599,0,315145,Average,0.15,0
APP-0653,Trading,14,1450507,44241,177995,743,1,132706,Average,0.59,0
APP-0654,Services,4,4285040,104044,301946,658,0,43969,Average,0.48,0
APP-0655,Services,15,4453428,143244,362475,667,0,93,Good,0.33,0
APP-0656,Trading,3,2614462,85872,466120,468,1,28370,Good,0.48,1
APP-0657,Trading,5,2807398,23625,987666,448,1,19750,Good,0.51,1
APP-0658,Services,1,438742,4974,134786,341,1,237092,Good,0.5,1
APP-0659,Services,3,2371945,52197,861601,501,0,243707,Good,0.55,1
