business_type,years_in_operation,annual_revenue,ebitda,loan_amount,loan_term_months,promoter_credit_score,existing_debt,default_flag
Logistics,14,23070974.15,3089814.78,3050373.23,36,664,952966.77,1
Services,8,42771117.36,5838689.94,4250147.39,24,446,623798.16,0
Retail,5,25766408.21,619540.23,4639274.77,12,413,953686.94,1
Retail,11,43666392.75,3653317.81,3199466.14,36,576,717431.05,1
Services,8,36786033.9,3047838.2,3987630.67,24,462,1995641.71,1
Tech,1,4945701.64,1971403.51,316393.49,48,591,1668289.19,1
Manufacturing,5,780457.82,-126632.88,4127440.52,36,500,1532231.87,1
Manufacturing,2,5668004.42,909940.79,3643432.48,24,683,1374812.73,0
Services,11,17766616.43,5923410.19,4060352.53,12,589,12177.5,0
Retail,6,15328501.06,5424492.18,2553058.91,36,679,1414172.95,0
Logistics,2,35650447.79,-4016.12,1134451.11,60,589,562009.0,1
Logistics,14,8040314.68,1932081.12,207931.91,36,530,952873.97,0
Services,9,11354061.12,4312255.3,1151677.56,48,612,1519222.86,0
Services,7,25402655.56,3312256.19,2970737.46,48,755,1109314.7,0
Logistics,2,12475618.18,-353952.99,4130420.49,60,707,579940.24,0
Manufacturing,4,7572360.09,-493776.11,1429905.96,36,589,267656.73,1
Manufacturing,11,13941578.85,2210186.62,603466.44,36,540,1022258.28,0
Logistics,6,35495336.13,12863020.94,4212758.61,48,689,493647.74,0
Logistics,13,46578924.92,-4472918.08,736656.63,12,436,1685423.8,0
Retail,4,45406391.17,-7527938.76,2169684.16,12,497,754636.11,1
Services,5,6243122.73,2338829.54,2866682.35,60,474,333906.18,1
Tech,13,9548958.21,2224299.52,735043.19,60,751,1405081.0,0
Manufacturing,5,24032627.09,466140.59,4997384.62,48,400,997141.6,0
Retail,9,24060402.69,8022062.72,3208678.31,24,526,739626.51,0
Logistics,9,9708138.5,667515.89,2137407.75,12,827,742323.23,0
Manufacturing,6,44067758.53,11922778.52,3421284.68,60,472,71877.35,0
Tech,8,32756168.14,-1413706.26,1646573.98,48,448,1364387.76,1
Manufacturing,1,44565642.63,10141101.03,1902151.34,24,612,1646618.86,0
Services,5,13745837.5,-1392290.25,171997.6,60,401,674691.09,0
Manufacturing,4,47467874.81,18092233.67,3707382.08,48,316,1812131.77,0
Services,13,23472710.39,-4180479.03,2643258.17,48,529,1524618.06,1
Logistics,1,26304154.36,-4882269.21,715196.05,12,474,1614311.07,0
Logistics,6,22057627.46,4427856.54,1774838.16,48,354,1035921.06,0
Logistics,14,28747156.38,1700235.98,3348736.0,36,527,1694121.65,0
Manufacturing,11,41573274.45,1509611.28,1526606.81,24,344,796010.59,0
Logistics,3,35651703.87,-5790801.55,3056129.85,12,504,1494888.81,1
Manufacturing,10,29319333.61,-5691625.49,1271878.01,12,733,1289182.35,0
Retail,6,18601197.04,4925061.99,1059582.11,12,661,1792150.22,0
Services,11,29125770.77,9082066.99,4074506.47,60,659,1812841.93,0
Logistics,11,13365296.47,2577960.87,4595680.63,36,515,1449962.34,0
Services,9,34654987.0,-487177.55,4659973.34,12,660,895346.85,0
Logistics,2,15444876.65,-874998.34,1835912.05,12,421,1359240.67,0
Retail,6,46468684.21,-2626066.47,2779612.24,60,601,865632.0,0
Tech,14,43266098.25,4811189.0,4498605.9,12,460,273998.13,1
Tech,2,42762353.62,10896434.48,4807072.18,60,571,1273077.29,0
Tech,8,35730278.88,-6741811.94,2890744.92,24,438,917926.96,1
Manufacturing,7,4117537.32,109501.96,4907771.4,60,559,1658783.25,1
Tech,13,47213228.84,-8313369.67,2655152.23,12,749,1934105.36,0
Services,10,24106555.27,-747272.0,1311967.55,24,726,1333200.96,0
Tech,8,38297163.91,-4332335.69,3055015.1,12,720,18076.94,0
Tech,12,11819500.59,229083.04,1188171.77,48,621,1029367.23,0
Tech,6,21720750.04,8308146.53,2456361.72,60,472,237005.25,0
Manufacturing,8,49509275.62,-8560559.52,2523908.43,36,626,743448.13,0
Services,5,2114588.44,772624.61,2277390.21,60,316,1575098.17,0
Retail,4,28905142.08,4354203.04,4251631.17,60,357,1754711.22,1
Logistics,7,25544916.43,6832967.04,290756.82,36,492,350443.54,1
Manufacturing,13,11632065.73,1642117.46,3623883.5,48,398,652676.86,1
Tech,13,17975994.38,-2452942.74,4737636.91,12,704,1526216.73,1
Services,4,25128222.68,6965340.66,2996538.49,60,667,663129.4,0
Services,12,31984102.2,5801514.96,1546684.83,24,720,920004.79,0
Manufacturing,11,41873383.43,8403375.87,3498728.48,36,835,705205.21,0
Retail,2,43856212.63,3356897.85,1484114.89,36,578,1862019.94,0
Manufacturing,5,38394564.15,15357557.63,2141172.56,48,625,109268.84,1
Tech,7,10577129.69,4166814.08,2243661.44,24,683,2947.64,0
Retail,12,15849184.65,-618670.42,3239114.4,36,468,1696850.76,1
Logistics,2,44854019.58,-4073464.86,1338786.67,12,505,250712.95,0
Logistics,6,20584682.85,5510662.44,3836166.13,12,609,1181275.67,0
Logistics,11,21016250.92,-1099104.11,201289.71,36,461,1561263.43,1
Services,11,31607485.35,3504622.56,1872380.25,24,735,1264319.0,0
Logistics,5,5574540.22,511114.66,2593563.72,36,380,1865849.73,1
Retail,8,9419689.83,3212670.04,4037238.73,12,706,250250.51,0
Logistics,9,14066543.67,-1185001.4,1056678.95,60,440,426786.7,1
Services,5,42898592.58,-888083.1,3662578.13,24,474,870648.44,1
Services,1,19335626.64,5842816.41,3952407.7,24,427,1813144.42,0
Logistics,11,42030367.72,16524205.86,3548128.92,48,569,1686556.18,0
Tech,8,35391115.0,-3194999.63,2777508.55,60,467,103337.44,1
Services,11,24372085.88,8016090.79,4811415.36,60,782,1904934.23,0
Tech,11,43332140.07,13243865.22,1617960.51,60,450,633099.33,1
Logistics,9,39935729.16,9972720.76,3161883.09,36,750,1701360.52,1
Services,3,1101760.19,-4860.91,353995.42,12,412,39591.32,1
Services,5,17971445.92,489264.18,1736844.83,48,368,136706.4,1
Services,14,4654017.02,930442.46,3419950.63,12,749,410802.82,0
Tech,1,32265852.67,-93167.3,3198182.55,60,825,1561991.79,1
Tech,13,5517958.43,1287275.33,1453963.63,36,660,1960737.48,0
Retail,13,48866659.54,16523145.91,2784145.0,36,711,807202.0,0
Tech,10,29318069.89,8130946.13,2646550.89,60,686,410665.88,0
Retail,2,14729352.41,87586.06,4845832.93,60,738,153958.93,0
Manufacturing,6,3882538.19,550447.43,3509407.64,36,702,1247297.56,0
Manufacturing,14,32260779.49,-718621.33,1928973.09,60,582,1352052.58,1
Manufacturing,6,15988916.01,3794845.27,3028574.59,24,712,348163.35,0
Services,9,8164016.32,-1362098.81,3709022.62,48,547,1175171.74,1
Tech,9,2999202.75,70505.43,1989506.21,48,306,506203.08,0
Manufacturing,1,11413942.83,-404459.3,3124520.2,48,561,1954013.91,0
Tech,2,37269836.26,7594594.3,4461279.42,60,640,1829097.33,0
Services,4,22002964.29,-749612.19,144365.39,36,547,458343.9,1
Logistics,9,12480092.96,-354829.44,547818.28,60,668,1636739.13,0
Retail,4,1180404.92,296251.23,1150591.77,48,368,154290.34,1
Services,11,23217555.57,-920345.87,3072985.45,12,630,1189606.43,0
Manufacturing,7,42005345.78,-3488720.02,4132620.64,24,742,566609.52,1
Manufacturing,3,31030788.59,-1419003.71,3715795.23,36,793,742225.88,1
Logistics,6,40086078.82,8010638.7,4339447.4,60,848,1332926.1,0
Manufacturing,5,20861303.59,-2591678.02,3225975.89,60,719,1070051.01,0
Manufacturing,12,21259785.78,2124956.6,3946978.8,36,484,402197.45,0
Retail,7,3280715.83,345599.01,4642842.08,36,506,562076.16,1
Logistics,6,32931098.87,8030513.27,881512.09,60,320,1493553.28,1
Retail,4,22586960.44,-1886162.97,139025.58,24,439,499913.89,1
Manufacturing,7,13116671.32,-597051.2,475515.45,12,452,1656233.66,0
Retail,7,47664343.34,9721356.11,1836682.25,60,661,542997.51,0
Services,1,5577114.15,916663.15,2811518.83,48,846,697780.15,0
Retail,5,34008568.76,-3494211.24,4307944.97,36,713,878421.2,1
Logistics,13,23229867.07,3562156.9,3637453.21,12,671,459196.32,0
Tech,1,37160994.37,-4376949.73,2706256.49,12,317,593573.36,1
Retail,14,1446883.84,434862.52,4465192.12,36,414,444722.61,0
Tech,12,15894623.49,4765865.48,1294274.46,48,426,468406.74,0
Services,12,28809654.09,-5524193.64,2132205.55,60,588,857888.67,1
Services,10,20887304.65,-1089414.52,1097968.98,24,653,823916.19,1
Tech,2,1596003.04,-266641.85,3513473.63,60,544,234407.81,0
Manufacturing,8,34757645.53,9601755.49,2020110.93,48,604,1357795.45,0
Manufacturing,7,21253947.23,8270454.44,3984514.76,60,836,1346492.88,0
Retail,13,31607109.6,-416549.39,1341034.68,48,324,1462633.04,1
Manufacturing,8,41887826.31,-3888573.32,4232298.22,12,798,254772.83,0
Logistics,7,22839058.59,6621835.19,4289372.7,36,728,968688.85,0
Tech,14,19697391.45,-1617600.91,4518692.74,36,493,133947.22,1
Logistics,12,9495303.01,-435349.42,4254846.63,24,415,1296636.01,0
Services,2,25911726.41,-5014713.32,1234587.34,12,520,1118118.57,0
Retail,3,3965173.85,-148855.98,3081203.79,60,806,738963.87,0
Logistics,11,46499775.91,8019540.97,4173701.76,60,555,967978.74,0
Retail,12,5220894.31,1763580.78,338422.55,24,435,852141.96,0
Services,13,17835048.06,-115643.32,3816659.22,48,654,1342314.95,1
Tech,13,19637698.55,49283.39,1800117.03,24,741,1816456.98,0
Services,3,21941574.01,-1417022.17,4277666.28,24,769,1516534.58,0
Tech,13,35961657.04,8538533.78,1091045.48,60,358,370745.56,0
Logistics,2,21530116.72,-3115474.81,2584592.27,36,506,1115854.89,1
Retail,2,19448538.84,-1810631.11,3331602.77,36,668,543892.08,1
Tech,3,46983889.73,853952.45,1690107.82,60,455,926229.43,0
Tech,11,29967511.66,7228732.71,3343647.83,24,506,1556050.49,1
Manufacturing,6,39442062.87,-2532083.37,3764409.01,60,460,864692.45,0
Services,6,2166981.99,-276315.05,1292643.75,12,816,1260079.76,1
Logistics,6,21734754.13,6071840.66,2619585.1,60,754,1992315.35,0
Tech,2,37526234.45,-3288355.32,3563505.49,24,849,189835.87,1
Retail,11,46711768.63,-3774721.74,3403868.33,60,750,1995256.59,0
Logistics,13,16246170.12,-2870627.58,4469383.24,36,798,812023.6,0
Manufacturing,12,32889929.27,8577334.78,170469.09,36,761,1833206.6,0
Manufacturing,4,2427431.83,-248257.77,3135678.38,24,654,1876827.49,1
Services,13,29553357.07,1519922.42,4954327.87,12,682,1466007.24,0
Logistics,13,19766908.35,5192267.17,3024574.2,48,839,1055354.93,0
Logistics,3,22431438.44,2321909.54,4319121.97,24,469,1430200.32,0
Retail,11,47485434.31,-4734257.02,1875913.48,12,770,1850094.35,1
Tech,7,34698756.84,-634344.75,3278330.89,36,757,1109375.42,1
Retail,7,30165454.75,8819968.53,3555181.81,12,392,1897488.79,0
Services,2,39065578.03,1335321.81,3528233.89,24,595,1605621.87,1
Logistics,3,32132091.87,-5530609.67,4419916.64,24,737,1166381.61,0
Manufacturing,8,29907097.64,-645518.49,425985.28,48,639,1761946.01,1
Manufacturing,14,30040432.79,2975642.45,4883316.18,12,454,1474852.17,0
Tech,9,49863276.05,19046993.42,4497092.74,48,522,1946765.24,0
Services,5,3588506.4,713511.95,428381.03,60,567,1633947.81,1
Tech,14,15649547.44,1077842.52,3968106.17,60,370,421586.2,0
Logistics,4,3233514.78,-534920.58,466623.91,60,784,1059762.52,1
Manufacturing,9,48404192.53,6590507.11,1464005.56,48,659,414545.96,0
Manufacturing,13,12009046.61,3869226.11,1356669.0,60,348,707393.37,0
Logistics,4,10920093.51,-932730.88,819917.43,60,465,1729317.84,0
Services,7,5379854.89,-525012.19,3562710.12,48,601,1607609.78,0
Services,6,39137523.33,8525155.95,1627280.16,36,411,348486.8,1
Manufacturing,1,23249410.83,5024707.29,4129667.93,60,405,563838.09,0
Manufacturing,6,36387800.78,2016883.19,3369340.45,36,698,398491.91,0
Manufacturing,7,42085349.88,-8150698.27,4458644.62,48,517,390333.03,1
Tech,9,24882169.0,2739314.86,4207329.06,12,626,234023.45,0
Tech,7,35077265.95,5272561.34,2617868.6,12,787,392838.43,1
Tech,5,25752344.83,-1075002.95,2613195.57,24,569,1289490.5,0
Tech,7,46649976.53,-2097456.26,1469137.83,48,490,1141754.83,0
Retail,14,42785909.06,4515667.46,2092128.24,12,705,1207701.97,0
Logistics,7,28777393.26,9041837.58,1935286.39,36,686,1787970.41,0
Services,11,42333482.15,-3283208.44,958103.39,60,644,50474.69,0
Services,5,43766552.78,10950331.47,1389912.0,60,824,1246955.66,0
Retail,1,31552782.29,-1582670.47,845037.98,48,780,1108674.95,0
Services,8,24563459.02,-3744546.79,296289.68,60,627,415081.87,0
Manufacturing,11,29702420.2,11766283.27,3885329.8,36,571,1230507.31,1
Logistics,1,35352121.93,-5695341.81,1941444.58,60,537,1655106.1,0
Manufacturing,5,38263220.11,14261792.63,3268342.18,60,766,1230258.28,1
Logistics,10,38790860.72,12644249.99,3168979.52,12,716,1705963.99,1
Tech,1,39902366.42,-2084517.27,1155953.72,24,439,1449196.57,0
Tech,9,9862385.45,-1513092.02,3508560.8,24,406,1602891.55,1
Retail,11,28639012.48,260345.52,1132829.1,24,805,1354786.26,0
Services,7,46404081.44,8374475.63,1658442.91,60,792,1653717.12,0
Services,9,14498655.97,2158134.06,1533330.48,24,448,1922984.65,1
Tech,3,32036187.69,1333491.83,3301579.14,24,483,635099.4,1
Tech,7,30181564.64,2903521.28,1817024.93,48,476,563232.08,1
Retail,4,34066634.63,2527306.24,1799741.28,24,793,1588961.64,0
Services,14,4407500.45,592020.39,1379137.78,36,509,1983392.15,0
Tech,12,9693787.06,1710901.47,4650289.75,36,791,329769.55,0
Tech,8,29963035.29,9280050.54,4843574.27,48,836,1826465.36,0
Manufacturing,8,23812532.5,67909.07,3780767.97,24,659,1155782.23,1
Retail,5,6182447.9,-1019607.74,3942610.25,24,462,424894.55,1
Logistics,10,35997468.14,-4092174.16,1848166.69,60,439,1818350.53,0
Services,7,5799330.34,788506.95,3675588.34,12,677,1207593.98,0
Manufacturing,4,6434609.13,-263532.69,2704129.08,48,593,1364306.32,1
Logistics,14,30006056.78,4191655.48,905587.09,12,369,1804826.07,0
Logistics,7,33103737.07,-5261274.54,4122806.98,60,491,1796772.93,1
Retail,9,47161629.26,16523528.44,1344295.08,48,491,208909.04,0
Tech,7,18396299.24,6341190.09,2966884.37,60,496,134468.36,0
Logistics,1,35135407.7,1048215.12,4330982.08,36,407,206530.02,0
Tech,11,37533960.91,2373895.15,1306596.39,12,756,63556.97,0
Manufacturing,8,17702180.37,6546094.3,358549.76,60,738,436519.75,1
Retail,1,13016476.85,695352.53,1860122.86,36,704,1490358.99,0
Logistics,3,17865545.91,3259821.15,4048001.18,60,828,1114621.15,0
Retail,6,23601309.48,2613154.47,4220452.68,36,665,365344.77,0
Manufacturing,6,38213238.79,-2633021.64,1451211.28,36,359,237287.53,1
Retail,1,21327679.49,831581.19,4691833.83,36,831,499544.32,0
Manufacturing,2,48571969.91,3044817.16,3602291.05,36,312,447965.09,0
Services,3,38791819.04,14491683.76,3497342.25,12,718,709332.41,0
Services,10,41765378.52,-3708874.32,3097972.0,60,444,1798520.72,1
Retail,3,18067435.33,2747993.49,3411532.33,36,697,556199.03,0
Logistics,14,9498053.93,2905572.25,4153780.53,48,489,312567.42,0
Logistics,13,35650680.93,12212588.78,1656704.02,48,470,524685.93,0
Retail,2,44365997.72,-7124401.43,4590460.67,60,424,1259641.31,1
Retail,10,16083878.55,6018081.65,3926722.93,48,722,1462992.93,0
Manufacturing,13,33073721.7,13069561.96,4721556.63,36,793,215228.37,0
Manufacturing,6,12932878.74,-1377705.88,2471700.81,12,756,616936.56,0
Tech,8,2443836.0,578702.41,131257.31,48,700,1393390.22,0
Tech,1,36554357.29,7037311.11,3388356.47,48,753,881147.06,0
Services,6,39273250.16,9442975.32,4952628.29,60,814,1995245.64,0
Logistics,14,34558255.08,11327071.24,4698795.94,12,382,1774238.63,0
Retail,4,27549697.82,4123747.56,885105.44,60,536,1130839.94,0
Services,10,44949250.02,15710814.81,2026209.15,36,674,1609927.46,0
Retail,3,30321247.38,9162733.22,1245682.88,12,822,1660301.97,1
Manufacturing,7,7205247.07,1881397.16,4355206.67,24,420,839254.77,0
Tech,11,21290201.67,8392339.25,4303979.95,36,486,1166504.78,0
Services,12,16028472.35,4027570.17,3518809.91,60,632,1132430.03,0
Retail,10,14124339.46,-362477.43,1430310.81,60,562,263930.64,1
Services,8,5113207.92,785912.96,900349.58,24,362,448637.12,0
Manufacturing,5,4835769.22,1673419.16,1046922.13,12,474,1741376.91,0
Services,14,37747182.71,13937154.11,2513423.37,48,592,1455058.46,0
Tech,14,27861737.22,7529625.65,1122083.0,24,464,1520321.86,0
Manufacturing,4,36828316.16,7073421.12,2097807.28,48,523,1359394.43,0
Logistics,4,29449512.27,5815705.01,4033970.92,36,726,1283008.96,0
Tech,6,17196892.23,3660407.64,698346.43,12,849,481063.17,0
Services,9,7484825.9,543778.04,617398.58,24,816,312633.94,0
Services,5,4560172.42,1728471.57,4949806.43,12,434,234560.3,0
Retail,3,29101448.99,-3482306.37,1518253.66,48,480,1536010.87,1
Tech,10,21660579.48,4371737.42,2864735.9,12,443,1289722.45,0
Retail,11,14307434.77,4614080.94,587777.91,24,626,32400.79,0
Logistics,1,44550712.13,-8695303.23,1540930.56,60,480,1530726.73,1
Retail,8,25826109.83,9385097.63,1510373.36,36,470,1927646.32,0
Retail,3,33985945.6,1476855.99,3055435.59,36,615,2692.54,0
Services,12,38544775.88,10184938.29,3492536.1,36,660,1304470.71,0
Manufacturing,6,6983200.28,254201.2,4262287.39,60,662,226881.63,1
Logistics,10,29910022.21,4581475.34,719293.47,36,500,1245464.56,1
Tech,4,24394316.92,-1621570.27,3396950.95,48,707,985198.01,1
Services,9,48282484.82,17852445.66,4462883.17,48,455,331802.05,0
Tech,5,3935007.25,1361803.26,3044468.83,24,427,1726018.09,0
Logistics,6,35878582.26,8036369.99,2674804.51,24,655,1210962.5,0
Logistics,13,34141842.53,-5720629.13,1549538.08,12,779,1512668.54,0
Services,5,33260811.96,657667.37,3007960.78,48,695,647060.82,0
Manufacturing,14,6804788.94,2206366.51,4085828.96,36,700,1663036.67,1
Tech,2,16253971.05,-2219627.19,3260024.24,60,505,236437.24,0
Manufacturing,3,18151510.71,4489071.91,163197.6,36,550,1647212.84,1
Retail,13,4710291.08,332906.04,1961897.49,36,807,451455.45,0
Tech,1,16088463.01,5502465.1,966795.06,60,643,809450.13,0
Services,3,44620251.21,5430795.48,1668133.85,12,736,611487.91,0
Logistics,13,43048041.65,1920768.21,3503803.49,60,430,1477011.76,1
Logistics,12,34824395.34,-709264.9,3792013.34,36,542,999917.98,1
Tech,13,39127219.21,-165157.56,3860744.27,60,775,886067.41,1
Retail,6,12010795.92,3175415.21,2800149.67,12,325,596151.3,0
Retail,9,4758591.77,1740616.03,616868.79,36,506,1088689.78,0
Services,10,15135419.44,-2414504.33,2663743.97,24,574,1378620.82,0
Services,6,32821008.08,10097327.15,4887455.22,48,627,1166260.44,0
Logistics,8,4194602.34,-606712.57,4983171.72,60,720,41868.24,0
Tech,9,48771408.81,-4873366.65,1584785.78,12,415,1351325.8,1
Logistics,1,33967198.78,7325251.38,1913120.17,12,514,1580029.68,0
Services,11,48481429.71,8401660.71,403980.14,48,766,153445.65,0
Manufacturing,3,33076059.79,-6570547.15,2313523.43,36,713,1882096.52,1
Retail,14,44222043.27,6682154.46,1997644.62,24,480,884066.84,0
Tech,6,23041465.21,3479808.21,3679413.14,60,468,361036.46,0
Logistics,13,6004832.99,-725993.78,1557071.5,48,487,325321.63,1
Retail,11,35060822.32,9503238.74,305623.96,48,477,1743826.12,0
Logistics,13,13085930.96,2914488.67,2696854.67,12,582,1185541.88,0
Manufacturing,12,15168127.19,4761553.09,842083.06,12,486,743093.02,0
Manufacturing,7,47008645.16,-2495226.9,2974457.2,24,841,160373.51,0
Services,12,45831517.85,8438661.49,1604164.18,36,554,1881760.34,0
Logistics,10,49393602.19,10105393.54,2031266.63,36,343,80571.04,0
Services,5,21421473.67,-4228228.31,151418.84,24,332,298281.65,1
Logistics,14,1592274.36,-301756.31,522047.48,48,840,560669.51,0
Tech,2,32375850.68,5550156.24,367370.5,36,558,378567.29,0
Services,6,11208472.49,1507019.39,336977.28,12,677,882301.1,0
Logistics,4,17978593.0,-1435950.56,2817966.42,12,471,1870756.32,1
Logistics,7,30128868.16,4564986.28,4793934.71,12,711,830249.88,0
Retail,1,28794578.65,8324425.19,391976.78,24,496,1527384.54,0
Manufacturing,10,27378407.56,4810800.57,3164116.8,36,422,326733.52,0
Manufacturing,12,12585999.63,518474.33,1987002.75,60,593,1023414.89,0
Manufacturing,8,13895689.74,3939459.7,2424730.98,48,750,142311.36,0
Manufacturing,13,49731808.46,13869947.69,1364709.25,12,626,196015.37,0
Services,9,45186807.5,3843590.21,2310846.64,24,565,1891941.78,1
Tech,8,22852496.54,-3705685.84,4921754.42,12,793,1037123.38,0
Retail,9,3425738.13,-49453.23,3671052.49,24,324,285113.11,1
Services,14,14652076.42,-50313.58,932375.71,12,391,1283639.03,1
Manufacturing,9,21064428.53,8122379.88,1743320.87,60,548,196848.38,1
Tech,8,27718276.83,-4930954.39,662292.64,24,728,473847.99,0
Manufacturing,6,31067691.2,8553865.78,2979715.39,12,669,663972.94,0
Services,13,14389740.26,2734587.21,3933886.48,36,334,649845.59,1
Logistics,14,41615826.64,11036748.67,2056729.64,60,739,1598315.94,0
Logistics,7,13996207.04,-544974.12,1923389.05,48,839,1608331.13,1
Services,1,47881249.69,-6420053.56,3296148.04,60,467,1097176.83,1
Retail,7,28643336.65,10440317.39,3200732.79,48,718,792001.93,0
Logistics,12,36643585.94,2085987.81,2226855.66,60,384,1983065.55,0
Retail,7,15490079.5,-596798.28,3533555.05,48,651,715622.5,0
Logistics,7,12568195.92,81165.56,1074188.9,60,765,138307.14,0
Logistics,3,18064176.85,-1230668.82,2863075.31,48,646,1389906.24,0
Services,5,36883746.72,1251659.05,2492070.61,12,642,634610.95,1
Tech,12,30165314.71,2768430.41,1512104.18,12,797,831028.13,1
Retail,13,36863110.89,14215604.05,2965656.28,12,467,257192.97,0
Retail,1,5025388.59,123578.59,2797605.23,60,643,1042754.04,1
Manufacturing,4,14139060.07,1460385.69,696307.0,12,781,1781316.91,0
Services,3,40515546.67,1337505.24,1549163.06,24,341,361570.3,0
